paper_id,MethodTag,MethodFamily,Methodology,PolicySalience,PoliticalSensitivity,SecrecyConstraint,DataAccess,coder_notes
601,20,904,3,3,0,0,0,PolicySalience=3[标准]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
602,30,903,5,2,3,0,1,PolicySalience=2[框架]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[思辨]; MT=30; MY=5; MF9=903
603,20,902,2,3,3,3,3,PolicySalience=3[流程]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=3[数据库]; MT=20; MY=2; MF9=902
604,20,904,3,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[哲学]; MT=20; MY=3; MF9=904
605,20,904,3,3,0,0,0,PolicySalience=3[条款]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
606,20,902,2,2,0,0,3,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=3[追踪调查]; MT=20; MY=2; MF9=902
607,30,903,5,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[哲学]; MT=30; MY=5; MF9=903
608,10,909,1,3,3,0,3,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=3[数据库]; MT=10; MY=1; MF9=909
609,30,902,5,3,2,0,3,PolicySalience=3[规范]; PoliticalSensitivity=2[网络安全]; SecrecyConstraint=0; DataAccess=3[实验]; MT=30; MY=5; MF9=902
610,10,908,1,3,0,0,1,PolicySalience=3[清单]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=10; MY=1; MF9=908
611,20,904,4,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=4; MF9=904
612,30,903,5,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
613,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
614,20,904,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
615,20,905,2,3,3,0,0,PolicySalience=3[制度设计]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=2; MF9=905
616,30,903,5,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
617,20,904,4,3,3,0,1,PolicySalience=3[制度设计]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[理论分析]; MT=20; MY=4; MF9=904
618,20,902,2,3,3,0,3,PolicySalience=3[标准]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=3[实验]; MT=20; MY=2; MF9=902
619,20,904,4,3,0,0,2,PolicySalience=3[标准]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[问卷]; MT=20; MY=4; MF9=904
620,20,904,3,3,3,0,2,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=2[案例研究]; MT=20; MY=3; MF9=904
621,20,904,3,3,3,1,1,PolicySalience=3[规范]; PoliticalSensitivity=3[国防]; SecrecyConstraint=1[白皮书]; DataAccess=1[哲学]; MT=20; MY=3; MF9=904
622,20,904,4,3,3,0,2,PolicySalience=3[考核]; PoliticalSensitivity=3[国防]; SecrecyConstraint=0; DataAccess=2[案例研究]; MT=20; MY=4; MF9=904
623,20,901,2,3,0,0,2,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[样本]; MT=20; MY=2; MF9=901
624,20,904,4,3,0,0,2,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[样本]; MT=20; MY=4; MF9=904
625,20,901,2,3,0,0,1,PolicySalience=3[条款]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[理论分析]; MT=20; MY=2; MF9=901
626,20,904,4,2,0,0,2,PolicySalience=2[治理路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[访谈]; MT=20; MY=4; MF9=904
627,20,906,3,3,0,0,0,PolicySalience=3[标准]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
628,20,908,2,3,3,0,2,PolicySalience=3[流程]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=2[样本]; MT=20; MY=2; MF9=908
629,20,904,4,3,3,3,2,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=3[军事]; DataAccess=2[样本]; MT=20; MY=4; MF9=904
630,30,903,5,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
631,20,901,2,3,0,0,2,PolicySalience=3[条款]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[样本]; MT=20; MY=2; MF9=901
632,20,906,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
633,20,904,3,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
634,30,903,5,3,3,0,3,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=3[数据库]; MT=30; MY=5; MF9=903
635,20,904,3,3,2,0,0,PolicySalience=3[立法]; PoliticalSensitivity=2[出口管制]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
636,30,903,5,3,2,0,1,PolicySalience=3[规范]; PoliticalSensitivity=2[公共安全]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
637,20,904,3,2,0,0,1,PolicySalience=2[治理路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[理论分析]; MT=20; MY=3; MF9=904
638,20,904,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
639,30,903,5,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
640,30,903,5,3,3,0,1,PolicySalience=3[制度设计]; PoliticalSensitivity=3[网络主权]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
641,10,909,1,2,2,0,1,PolicySalience=2[治理路径]; PoliticalSensitivity=2[公共安全]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=10; MY=1; MF9=909
642,30,903,5,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[台海]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
643,20,906,3,2,3,1,0,PolicySalience=2[对策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=1[官网]; DataAccess=0; MT=20; MY=3; MF9=906
644,30,903,5,2,3,0,1,PolicySalience=2[对策]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
645,10,909,1,3,3,3,0,PolicySalience=3[条例]; PoliticalSensitivity=3[涉密]; SecrecyConstraint=3[涉密]; DataAccess=0; MT=10; MY=1; MF9=909
646,20,904,3,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=20; MY=3; MF9=904
647,20,904,3,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
648,30,903,5,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
649,30,903,5,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
650,30,903,5,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
651,20,904,3,2,3,1,1,PolicySalience=2[对策]; PoliticalSensitivity=3[国防]; SecrecyConstraint=1[白皮书]; DataAccess=1[话语分析]; MT=20; MY=3; MF9=904
652,30,903,5,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
653,30,903,5,2,3,0,0,PolicySalience=2[治理路径]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
654,20,904,4,3,0,0,3,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=3[田野]; MT=20; MY=4; MF9=904
655,30,903,5,2,3,3,1,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
656,30,903,5,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[制裁]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
657,10,908,1,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=10; MY=1; MF9=908
658,20,904,3,3,3,0,2,PolicySalience=3[规范]; PoliticalSensitivity=3[制裁]; SecrecyConstraint=0; DataAccess=2[案例研究]; MT=20; MY=3; MF9=904
659,30,903,5,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
660,10,909,1,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=10; MY=1; MF9=909
661,20,906,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=906
662,40,901,3,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=40; MY=3; MF9=901
663,20,902,4,2,3,0,3,PolicySalience=2[框架]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=3[实验]; MT=20; MY=4; MF9=902
664,40,901,3,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
665,30,902,5,2,3,3,2,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=2[案例研究]; MT=30; MY=5; MF9=902
666,40,901,3,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
667,30,903,5,3,0,0,0,PolicySalience=3[流程]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
668,30,903,5,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=1[理论分析]; MT=30; MY=5; MF9=903
669,20,904,4,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[香港]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=4; MF9=904
670,30,903,5,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
671,20,904,4,2,3,0,2,PolicySalience=2[框架]; PoliticalSensitivity=3[导弹]; SecrecyConstraint=0; DataAccess=2[样本]; MT=20; MY=4; MF9=904
672,30,903,5,2,0,0,1,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[哲学]; MT=30; MY=5; MF9=903
673,40,908,3,2,0,0,0,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=908
674,20,904,3,2,3,3,1,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[概念辨析]; MT=20; MY=3; MF9=904
675,10,908,1,3,0,0,0,PolicySalience=3[标准]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=908
676,20,902,4,2,0,0,2,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[内容分析]; MT=20; MY=4; MF9=902
677,20,904,3,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[南海]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
678,20,904,3,3,3,0,0,PolicySalience=3[标准]; PoliticalSensitivity=3[反间谍]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
679,40,901,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[制裁]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
680,20,904,3,2,0,3,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=3[作战]; DataAccess=0; MT=20; MY=3; MF9=904
681,20,902,2,2,0,0,3,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=3[实验]; MT=20; MY=2; MF9=902
682,30,903,5,2,0,0,1,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=30; MY=5; MF9=903
683,20,902,2,3,3,0,3,PolicySalience=3[流程]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=3[实验]; MT=20; MY=2; MF9=902
684,40,901,3,3,2,0,2,PolicySalience=3[立法]; PoliticalSensitivity=2[舆情]; SecrecyConstraint=0; DataAccess=2[多案例]; MT=40; MY=3; MF9=901
685,10,909,1,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[台海]; SecrecyConstraint=0; DataAccess=1[法理]; MT=10; MY=1; MF9=909
686,20,904,3,3,3,3,0,PolicySalience=3[规范]; PoliticalSensitivity=3[反间谍]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
687,30,903,5,3,0,0,2,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[编码\b]; MT=30; MY=5; MF9=903
688,10,909,1,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
689,10,909,1,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
690,30,903,5,3,0,0,2,PolicySalience=3[流程]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[编码\b]; MT=30; MY=5; MF9=903
691,30,903,5,3,0,0,0,PolicySalience=3[指标体系]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
692,30,903,5,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
693,30,903,5,3,0,0,2,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[编码\b]; MT=30; MY=5; MF9=903
694,30,903,5,2,3,0,1,PolicySalience=2[框架]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[思辨]; MT=30; MY=5; MF9=903
695,30,903,5,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
696,10,909,1,3,0,0,0,PolicySalience=3[立法]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
697,20,901,2,3,3,0,3,PolicySalience=3[标准]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=3[数据库]; MT=20; MY=2; MF9=901
698,10,909,1,3,3,0,2,PolicySalience=3[条款]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=2[编码\b]; MT=10; MY=1; MF9=909
699,30,903,5,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
